fase,modelo,perfil,semilla,etiqueta,umbral,n,prevalencia_real,TP,TN,FP,FN,accuracy,precision,recall,f1,f2,roc_auc,pr_auc,balanced_accuracy,specificity,fpr,fnr,mcc,brier,fold,valido,motivo,umbral_op,bloques_train,bloques_val,bloques_compartidos,lagos_val,train_hasta,test_fecha,prevalencia_inestable,experimento,train,test,ejecutable,prevalencia_train,prevalencia_test,scale_pos_weight
temporal,logistic,standard,,fold10,0.9668499827384948,306130,0.0005193871884493,123,305568,403,36,0.9985659687061051,0.2338403041825095,0.7735849056603774,0.3591240875912408,0.5292598967297762,0.9907476844159336,0.6631593643374751,0.8861338936856946,0.9986828817110118,0.0013171182889881,0.2264150943396226,0.4248486336873551,0.0033078659325838,10.0,True,,0.9668499827384948,,,,,2025-01-18 .. 2026-02-07,2026-02-12,False,,,,,,,
temporal,logistic,standard,,fold11,0.9724239110946656,305432,0.0001309620471987,27,305221,171,13,0.999397574582886,0.1363636363636363,0.675,0.226890756302521,0.3770949720670391,0.99886715270865,0.2784516375054955,0.8372200319589249,0.99944006391785,0.0005599360821501,0.325,0.3032167129914949,0.001650622813031,11.0,True,,0.9724239110946656,,,,,2025-01-18 .. 2026-02-12,2026-03-24,False,,,,,,,
temporal,logistic,standard,,fold12,0.9741722345352172,36594,0.1067388096409247,2621,32567,121,1285,0.9615784008307372,0.9558716265499636,0.6710189452124936,0.7885078219013237,0.7135467712076663,0.9931656751827516,0.9381296298967972,0.8336586404966041,0.9962983357807146,0.0037016642192853,0.3289810547875064,0.7826485309036719,0.080601193010807,12.0,True,,0.9741722345352172,,,,,2025-01-18 .. 2026-03-24,2026-03-29,False,,,,,,,
temporal,logistic,standard,,fold13,0.9681540131568908,341452,0.0165791970760165,3620,325447,10344,2041,0.963728430350386,0.2592380406760241,0.6394629924041689,0.3689171974522293,0.4944274475524475,0.9788653091177404,0.4204204197536605,0.8043290583761749,0.9691951243481808,0.0308048756518191,0.3605370075958311,0.3924206978263272,0.0676185935735702,13.0,True,,0.9681540131568908,,,,,2025-01-18 .. 2026-03-29,2026-04-13,False,,,,,,,
temporal,logistic,standard,,fold14,0.9557584524154664,339536,0.0447934828707412,14677,323141,1186,532,0.9949401536214127,0.9252348231734224,0.9650207114208692,0.9447090628218332,0.9567921354906844,0.9992675101250544,0.9798699766321606,0.980681954128081,0.9963431968352928,0.0036568031647072,0.0349792885791307,0.9422882972314388,0.0132593782618641,14.0,True,,0.9557584524154664,,,,,2025-01-18 .. 2026-04-13,2026-04-28,False,,,,,,,
temporal,logistic,standard,,fold15,0.9704688787460328,36644,0.6291889531710512,17439,13204,384,5617,0.836235127169523,0.9784548055882848,0.7563757807078417,0.8532009100026908,0.7923432715112634,0.9748821398774729,0.9800324026029484,0.864057775546738,0.9717397703856344,0.0282602296143656,0.2436242192921582,0.7036526162395711,0.1404171586036682,15.0,True,,0.9704688787460328,,,,,2025-01-18 .. 2026-04-28,2026-06-19,True,,,,,,,
temporal,logistic,standard,,fold16,0.969807505607605,304106,0.0019894378933661,548,303127,374,57,0.99858273102142,0.5943600867678959,0.905785123966942,0.7177472167648985,0.8198683423099941,0.9979855907999922,0.8340999761277235,0.9522764190383076,0.9987677141096736,0.0012322858903265,0.0942148760330578,0.7331166641067585,0.0028476756997406,16.0,True,,0.969807505607605,,,,,2025-01-18 .. 2026-06-19,2026-07-22,False,,,,,,,
cross_lake,random_forest,standard,,umbral_0.5,0.5,399646,0.1451184298103822,924,341579,71,57072,0.8570159591238246,0.928643216080402,0.015932133250569,0.0313268125646285,0.0198301134437009,0.951796936605498,0.7850530354481451,0.5078621591176012,0.9997921849846334,0.0002078150153666,0.984067866749431,0.1111356997951593,0.118463928982606,,,,0.374391693982926,,,,,,,,A,Atitlan,Amatitlan,True,0.0006404787325313,0.1451184298103822,1560.3320930232558
cross_lake,random_forest,standard,,umbral_operacional,0.374391693982926,399646,0.1451184298103822,2324,341456,194,55672,0.8602112869889853,0.9229547259729944,0.0400717290847644,0.0768086723733351,0.0495518161892009,0.951796936605498,0.7850530354481451,0.5197519482537828,0.9994321674228012,0.0005678325771988,0.9599282709152356,0.1758476426730502,0.118463928982606,,,,0.374391693982926,,,,,,,,A,Atitlan,Amatitlan,True,0.0006404787325313,0.1451184298103822,1560.3320930232558
cross_lake,random_forest,standard,,umbral_0.5,0.5,3356864,0.0006404787325313,1665,3352829,1885,485,0.9992939839087912,0.4690140845070422,0.7744186046511627,0.5842105263157895,0.6851851851851852,0.9938714429071838,0.5080622024008341,0.8869283543818818,0.9994381041126008,0.000561895887399,0.2255813953488372,0.6023601668036083,0.0005802578050984,,,,0.9173093870728418,,,,,,,,B,Amatitlan,Atitlan,True,0.1451184298103822,0.0006404787325313,5.890923511966342
cross_lake,random_forest,standard,,umbral_operacional,0.9173093870728418,3356864,0.0006404787325313,282,3354522,192,1868,0.9993863320051096,0.5949367088607594,0.1311627906976744,0.2149390243902439,0.155389023583866,0.9938714429071838,0.5080622024008341,0.5655527789004604,0.9999427671032464,5.723289675364278e-05,0.8688372093023256,0.2791532593907777,0.0005802578050984,,,,0.9173093870728418,,,,,,,,B,Amatitlan,Atitlan,True,0.1451184298103822,0.0006404787325313,5.890923511966342
